frame, face_id, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
4232,  0,  169.240,  0.98,  1, 0.27, 0.18, 0.10, 0.07, 0.00, 0.00, 0.01, 0.00, 0.00, 0.00, 0.46, 0.35, 0.00, 0.00, 0.65, 0.49, 0.06, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
4233,  0,  169.280,  0.98,  1, 0.35, 0.11, 0.14, 0.00, 0.00, 0.00, 0.01, 0.00, 0.00, 0.00, 0.37, 0.38, 0.00, 0.00, 0.82, 0.74, 0.74, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
4234,  0,  169.320,  0.98,  1, 0.49, 0.08, 0.21, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.37, 0.35, 0.00, 0.00, 1.02, 0.96, 1.64, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
4235,  0,  169.360,  0.98,  1, 0.63, 0.04, 0.39, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.40, 0.38, 0.00, 0.00, 1.09, 1.19, 2.14, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
4236,  0,  169.400,  0.98,  1, 0.51, 0.04, 0.50, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.37, 0.37, 0.00, 0.00, 1.08, 1.19, 1.79, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
4237,  0,  169.440,  0.98,  1, 0.32, 0.00, 0.49, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.38, 0.32, 0.00, 0.00, 1.03, 1.20, 1.09, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
4238,  0,  169.480,  0.98,  1, 0.21, 0.00, 0.37, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.33, 0.25, 0.00, 0.00, 1.08, 1.29, 0.68, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
4239,  0,  169.520,  0.98,  1, 0.21, 0.00, 0.29, 0.02, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.37, 0.26, 0.00, 0.00, 1.13, 1.43, 0.38, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
4240,  0,  169.560,  0.98,  1, 0.31, 0.03, 0.32, 0.02, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.29, 0.24, 0.00, 0.00, 1.25, 1.40, 0.27, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
4241,  0,  169.600,  0.98,  1, 0.35, 0.08, 0.37, 0.02, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.17, 0.26, 0.00, 0.00, 1.31, 1.38, 0.18, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
4242,  0,  169.640,  0.98,  1, 0.38, 0.07, 0.45, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.15, 0.22, 0.00, 0.00, 1.24, 1.41, 0.57, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
4243,  0,  169.680,  0.98,  1, 0.37, 0.05, 0.36, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.19, 0.21, 0.00, 0.00, 1.11, 1.48, 1.51, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
4244,  0,  169.720,  0.98,  1, 0.38, 0.00, 0.24, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.18, 0.28, 0.00, 0.00, 0.73, 1.43, 2.44, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00
4245,  0,  169.760,  0.98,  1, 0.45, 0.00, 0.07, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.08, 0.33, 0.00, 0.00, 0.39, 1.28, 3.04, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00
4246,  0,  169.800,  0.98,  1, 0.42, 0.00, 0.02, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.55, 0.07, 0.17, 0.07, 0.87, 2.99, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00
4247,  0,  169.840,  0.98,  1, 0.40, 0.00, 0.04, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.71, 0.13, 0.45, 0.00, 0.48, 2.87, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00
4248,  0,  169.880,  0.98,  1, 0.25, 0.00, 0.04, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.88, 0.17, 0.74, 0.00, 0.10, 2.57, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00
4249,  0,  169.920,  0.98,  1, 0.19, 0.00, 0.09, 0.00, 0.00, 0.00, 0.01, 0.00, 0.00, 0.00, 0.00, 0.68, 0.10, 0.57, 0.13, 0.20, 1.76, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00
4250,  0,  169.960,  0.98,  1, 0.11, 0.00, 0.07, 0.00, 0.00, 0.00, 0.01, 0.00, 0.00, 0.00, 0.00, 0.46, 0.04, 0.29, 0.14, 0.33, 0.97, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00
4251,  0,  170.000,  0.98,  1, 0.17, 0.00, 0.09, 0.00, 0.00, 0.00, 0.03, 0.00, 0.00, 0.00, 0.00, 0.29, 0.00, 0.13, 0.14, 0.42, 0.27, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00
4252,  0,  170.040,  0.98,  1, 0.23, 0.00, 0.05, 0.00, 0.00, 0.00, 0.01, 0.00, 0.00, 0.00, 0.00, 0.39, 0.00, 0.30, 0.01, 0.25, 0.13, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00
4253,  0,  170.080,  0.98,  1, 0.26, 0.00, 0.05, 0.00, 0.00, 0.00, 0.01, 0.00, 0.00, 0.00, 0.00, 0.44, 0.00, 0.39, 0.00, 0.21, 0.13, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00
4254,  0,  170.120,  0.98,  1, 0.27, 0.00, 0.07, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.40, 0.00, 0.26, 0.07, 0.12, 0.18, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00
4255,  0,  170.160,  0.98,  1, 0.30, 0.00, 0.05, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.34, 0.05, 0.09, 0.13, 0.12, 0.16, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00
4256,  0,  170.200,  0.98,  1, 0.32, 0.00, 0.04, 0.00, 0.00, 0.00, 0.02, 0.00, 0.00, 0.00, 0.00, 0.53, 0.05, 0.06, 0.13, 0.01, 0.10, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
4257,  0,  170.240,  0.98,  1, 0.31, 0.00, 0.00, 0.00, 0.00, 0.00, 0.02, 0.00, 0.00, 0.00, 0.00, 0.70, 0.05, 0.10, 0.11, 0.00, 0.04, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
4258,  0,  170.280,  0.98,  1, 0.30, 0.00, 0.07, 0.00, 0.00, 0.00, 0.02, 0.00, 0.00, 0.00, 0.00, 0.80, 0.00, 0.10, 0.12, 0.16, 0.02, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
4259,  0,  170.320,  0.98,  1, 0.27, 0.00, 0.19, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.47, 0.00, 0.03, 0.47, 0.50, 0.08, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
4260,  0,  170.360,  0.98,  1, 0.32, 0.00, 0.31, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.21, 0.00, 0.00, 0.81, 0.72, 0.14, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
4261,  0,  170.400,  0.93,  1, 0.30, 0.00, 0.31, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.01, 0.00, 0.00, 0.92, 0.59, 0.25, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00
4262,  0,  170.440,  0.98,  1, 0.36, 0.00, 0.24, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.01, 0.06, 0.00, 0.00, 0.75, 0.26, 0.35, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00
4263,  0,  170.480,  0.98,  1, 0.27, 0.00, 0.12, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.01, 0.14, 0.00, 0.00, 0.58, 0.06, 0.38, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
4264,  0,  170.520,  0.98,  1, 0.20, 0.00, 0.06, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.01, 0.29, 0.00, 0.00, 0.64, 0.02, 0.28, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
4265,  0,  170.560,  0.98,  1, 0.13, 0.00, 0.07, 0.00, 0.00, 0.00, 0.04, 0.00, 0.00, 0.00, 0.00, 0.39, 0.00, 0.00, 0.82, 0.03, 0.17, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
4266,  0,  170.600,  0.98,  1, 0.13, 0.00, 0.15, 0.00, 0.00, 0.00, 0.06, 0.00, 0.03, 0.00, 0.00, 0.49, 0.00, 0.00, 1.06, 0.01, 0.10, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
4267,  0,  170.640,  0.98,  1, 0.15, 0.00, 0.19, 0.00, 0.00, 0.00, 0.06, 0.00, 0.10, 0.00, 0.00, 0.55, 0.00, 0.00, 1.31, 0.01, 0.09, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
4268,  0,  170.680,  0.98,  1, 0.24, 0.00, 0.17, 0.00, 0.00, 0.00, 0.04, 0.00, 0.20, 0.00, 0.00, 0.56, 0.00, 0.00, 1.40, 0.00, 0.02, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
4269,  0,  170.720,  0.98,  1, 0.20, 0.00, 0.09, 0.00, 0.00, 0.00, 0.02, 0.00, 0.18, 0.00, 0.00, 0.45, 0.00, 0.00, 1.19, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
4270,  0,  170.760,  0.98,  1, 0.14, 0.00, 0.04, 0.00, 0.00, 0.00, 0.02, 0.00, 0.10, 0.00, 0.00, 0.38, 0.00, 0.00, 0.84, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
4271,  0,  170.800,  0.98,  1, 0.08, 0.00, 0.03, 0.00, 0.00, 0.00, 0.01, 0.00, 0.01, 0.00, 0.00, 0.37, 0.00, 0.03, 0.39, 0.10, 0.05, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
4272,  0,  170.840,  0.98,  1, 0.08, 0.00, 0.03, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.57, 0.00, 0.31, 0.13, 0.10, 0.07, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
4273,  0,  170.880,  0.98,  1, 0.08, 0.00, 0.03, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.72, 0.04, 0.62, 0.00, 0.10, 0.16, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
4274,  0,  170.920,  0.98,  1, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.01, 0.00, 0.67, 0.09, 0.72, 0.00, 0.29, 0.11, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
4275,  0,  170.960,  0.98,  1, 0.03, 0.00, 0.10, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.01, 0.00, 0.38, 0.09, 0.44, 0.36, 0.84, 0.10, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
4276,  0,  171.000,  0.98,  1, 0.06, 0.00, 0.24, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.01, 0.01, 0.10, 0.05, 0.13, 0.77, 1.37, 0.01, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
4277,  0,  171.040,  0.98,  1, 0.27, 0.00, 0.39, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.08, 0.00, 0.00, 0.00, 1.09, 1.50, 0.03, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
4278,  0,  171.080,  0.98,  1, 0.35, 0.00, 0.38, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.13, 0.00, 0.00, 0.00, 0.94, 1.24, 0.03, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
4279,  0,  171.120,  0.98,  1, 0.47, 0.00, 0.40, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.19, 0.00, 0.00, 0.00, 0.75, 0.97, 0.02, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
4280,  0,  171.160,  0.98,  1, 0.37, 0.00, 0.34, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.18, 0.06, 0.00, 0.00, 0.61, 0.83, 0.03, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
4281,  0,  171.200,  0.98,  1, 0.31, 0.00, 0.25, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.12, 0.18, 0.00, 0.09, 0.43, 0.55, 0.08, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
4282,  0,  171.240,  0.98,  1, 0.20, 0.00, 0.09, 0.02, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.06, 0.36, 0.00, 0.24, 0.20, 0.29, 0.17, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
4283,  0,  171.280,  0.98,  1, 0.14, 0.00, 0.00, 0.03, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.01, 0.51, 0.00, 0.42, 0.03, 0.00, 0.17, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
4284,  0,  171.320,  0.98,  1, 0.20, 0.00, 0.00, 0.03, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.01, 0.55, 0.00, 0.44, 0.00, 0.12, 0.13, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
4285,  0,  171.360,  0.98,  1, 0.24, 0.00, 0.08, 0.01, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.47, 0.00, 0.38, 0.00, 0.53, 0.03, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
4286,  0,  171.400,  0.98,  1, 0.27, 0.00, 0.11, 0.13, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.34, 0.03, 0.43, 0.00, 0.89, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
4287,  0,  171.440,  0.98,  1, 0.22, 0.00, 0.17, 0.14, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.27, 0.10, 0.56, 0.00, 1.02, 0.06, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
4288,  0,  171.480,  0.98,  1, 0.22, 0.00, 0.12, 0.15, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.31, 0.18, 0.71, 0.00, 0.89, 0.06, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
4289,  0,  171.520,  0.98,  1, 0.27, 0.00, 0.12, 0.02, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.25, 0.14, 0.57, 0.00, 0.80, 0.06, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
4290,  0,  171.560,  0.98,  1, 0.26, 0.00, 0.06, 0.04, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.30, 0.07, 0.38, 0.00, 1.00, 0.02, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
4291,  0,  171.600,  0.98,  1, 0.26, 0.00, 0.07, 0.04, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.29, 0.00, 0.22, 0.00, 0.93, 0.05, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
4292,  0,  171.640,  0.98,  1, 0.19, 0.00, 0.05, 0.03, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.42, 0.00, 0.19, 0.01, 0.88, 0.05, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
4293,  0,  171.680,  0.98,  1, 0.19, 0.04, 0.04, 0.01, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.01, 0.45, 0.00, 0.27, 0.01, 0.46, 0.04, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
4294,  0,  171.720,  0.98,  1, 0.11, 0.12, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.01, 0.46, 0.00, 0.37, 0.03, 0.34, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
4295,  0,  171.760,  0.98,  1, 0.15, 0.15, 0.04, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.01, 0.32, 0.00, 0.32, 0.24, 0.47, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
4296,  0,  171.800,  0.98,  1, 0.20, 0.15, 0.13, 0.05, 0.00, 0.00, 0.03, 0.00, 0.00, 0.00, 0.03, 0.15, 0.00, 0.18, 0.80, 1.02, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00
4297,  0,  171.840,  0.98,  1, 0.27, 0.08, 0.21, 0.05, 0.00, 0.00, 0.03, 0.00, 0.00, 0.00, 0.09, 0.00, 0.00, 0.01, 1.38, 1.52, 0.06, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00
4298,  0,  171.880,  0.98,  1, 0.33, 0.04, 0.24, 0.11, 0.00, 0.00, 0.05, 0.00, 0.00, 0.00, 0.17, 0.00, 0.00, 0.00, 1.59, 1.72, 0.06, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00
4299,  0,  171.920,  0.98,  1, 0.36, 0.00, 0.17, 0.11, 0.00, 0.00, 0.04, 0.00, 0.00, 0.00, 0.19, 0.00, 0.00, 0.00, 1.29, 1.29, 0.07, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00
4300,  0,  171.960,  0.98,  1, 0.36, 0.00, 0.11, 0.25, 0.00, 0.00, 0.08, 0.00, 0.00, 0.00, 0.22, 0.00, 0.00, 0.00, 0.95, 0.80, 0.01, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
4301,  0,  172.000,  0.93,  1, 0.27, 0.00, 0.09, 0.28, 0.00, 0.00, 0.06, 0.00, 0.00, 0.00, 0.27, 0.03, 0.00, 0.00, 0.83, 0.28, 0.05, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
